username,created_at,favorite_count,retweet_count,reply_count,quote_count,lang,full_text,label,validasi_label,cleaning,case_folding,normalisasi,tokenize,stopword_removal,stemming_data
,Tue Nov 25 14:40:40 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva bengkoang fw : cetaphil exfo : - (masker termasuk gasi? suka pake sheet masknya bioaqua smaa sleeping mask by nads toner :- (masih bingung mau make apa) serum / ampul : y.o.u &amp; skin 1004 moist : acnaway &amp; scarlett ss : skin aqua,1,1,cleanser viva bengkoang fw cetaphil exfo masker termasuk gasi suka pake sheet masknya bioaqua smaa sleeping mask by nads toner masih bingung mau make apa serum ampul y o u amp skin moist acnaway amp scarlett ss skin aqua,cleanser viva bengkoang fw cetaphil exfo masker termasuk gasi suka pake sheet masknya bioaqua smaa sleeping mask by nads toner masih bingung mau make apa serum ampul y o u amp skin moist acnaway amp scarlett ss skin aqua,cleanser viva bengkoang fw cetaphil exfo masker termasuk gasi suka pakai sheet masknya bioaqua smaa sleeping mask by nads toner masih bingung mau memakai apa serum ampul ya o lu amp skin moist acnaway amp scarlett ss skin aqua,"['cleanser', 'viva', 'bengkoang', 'fw', 'cetaphil', 'exfo', 'masker', 'termasuk', 'gasi', 'suka', 'pakai', 'sheet', 'masknya', 'bioaqua', 'smaa', 'sleeping', 'mask', 'by', 'nads', 'toner', 'masih', 'bingung', 'mau', 'memakai', 'apa', 'serum', 'ampul', 'ya', 'o', 'lu', 'amp', 'skin', 'moist', 'acnaway', 'amp', 'scarlett', 'ss', 'skin', 'aqua']","['cleanser', 'viva', 'bengkoang', 'fw', 'cetaphil', 'exfo', 'masker', 'gasi', 'suka', 'pakai', 'sheet', 'masknya', 'bioaqua', 'smaa', 'sleeping', 'mask', 'by', 'nads', 'toner', 'bingung', 'memakai', 'serum', 'ampul', 'ya', 'o', 'lu', 'amp', 'skin', 'moist', 'acnaway', 'amp', 'scarlett', 'ss', 'skin', 'aqua']",cleanser viva bengkoang fw cetaphil exfo masker gas suka pakai sheet masknya bioaqua smaa sleeping mask by nads toner bingung pakai serum ampul ya o lu amp skin moist acnaway amp scarlett ss skin aqua
,Tue Nov 25 14:13:19 +0000 2025,0,0,1,0,in,@alpacabby coba pake cetaphil buat fw kak itu gentle banget busanya dikit. terus skincarenya basic aja moist sama ss. moistnya cari yang bisa memperbaiki skin barrier,2,1,coba pake cetaphil buat fw kak itu gentle banget busanya dikit terus skincarenya basic aja moist sama ss moistnya cari yang bisa memperbaiki skin barrier,coba pake cetaphil buat fw kak itu gentle banget busanya dikit terus skincarenya basic aja moist sama ss moistnya cari yang bisa memperbaiki skin barrier,coba pakai cetaphil buat fw kak itu gentle banget busanya dikit terus skincarenya basic saja moist sama ss moistnya cari yang bisa memperbaiki skin barrier,"['coba', 'pakai', 'cetaphil', 'buat', 'fw', 'kak', 'itu', 'gentle', 'banget', 'busanya', 'dikit', 'terus', 'skincarenya', 'basic', 'saja', 'moist', 'sama', 'ss', 'moistnya', 'cari', 'yang', 'bisa', 'memperbaiki', 'skin', 'barrier']","['coba', 'pakai', 'cetaphil', 'fw', 'kak', 'gentle', 'banget', 'busanya', 'dikit', 'skincarenya', 'basic', 'moist', 'ss', 'moistnya', 'cari', 'memperbaiki', 'skin', 'barrier']",coba pakai cetaphil fw kak gentle banget busa dikit skincarenya basic moist ss moistnya cari baik skin barrier
,Tue Nov 25 13:23:27 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva milk cleanser fw : hadalabo putih/cetaphil exfo : avoskin toner : - serum / ampul : vit c &amp; niacin hanasui retinol avoskin moist : pipique panthenol ss : wardah ijo spf 35 rekomen toner untuk kulit kombinasi dong :(,1,1,cleanser viva milk cleanser fw hadalabo putih cetaphil exfo avoskin toner serum ampul vit c amp niacin hanasui retinol avoskin moist pipique panthenol ss wardah ijo spf rekomen toner untuk kulit kombinasi dong,cleanser viva milk cleanser fw hadalabo putih cetaphil exfo avoskin toner serum ampul vit c amp niacin hanasui retinol avoskin moist pipique panthenol ss wardah ijo spf rekomen toner untuk kulit kombinasi dong,cleanser viva milk cleanser fw hadalabo putih cetaphil exfo avoskin toner serum ampul vit sih amp niacin hanasui retinol avoskin moist pipique panthenol ss wardah ijo spf rekomen toner untuk kulit kombinasi dong,"['cleanser', 'viva', 'milk', 'cleanser', 'fw', 'hadalabo', 'putih', 'cetaphil', 'exfo', 'avoskin', 'toner', 'serum', 'ampul', 'vit', 'sih', 'amp', 'niacin', 'hanasui', 'retinol', 'avoskin', 'moist', 'pipique', 'panthenol', 'ss', 'wardah', 'ijo', 'spf', 'rekomen', 'toner', 'untuk', 'kulit', 'kombinasi', 'dong']","['cleanser', 'viva', 'milk', 'cleanser', 'fw', 'hadalabo', 'putih', 'cetaphil', 'exfo', 'avoskin', 'toner', 'serum', 'ampul', 'vit', 'sih', 'amp', 'niacin', 'hanasui', 'retinol', 'avoskin', 'moist', 'pipique', 'panthenol', 'ss', 'wardah', 'ijo', 'spf', 'rekomen', 'toner', 'kulit', 'kombinasi']",cleanser viva milk cleanser fw hadalabo putih cetaphil exfo avoskin toner serum ampul vit sih amp niacin hanasui retinol avoskin moist pipique panthenol ss wardah ijo spf rekomen toner kulit kombinasi
,Tue Nov 25 12:05:47 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : garnier pink fw : cetaphil dan cosrx salisylic acid (khusus senin jumat) exfo : avoskin toner : npure (make setelah maskeran doang buat angkat sisa residunya) serum / ampul : nutrishe! (10/10) moist : cosrx snail mucin ss : -,1,1,cleanser garnier pink fw cetaphil dan cosrx salisylic acid khusus senin jumat exfo avoskin toner npure make setelah maskeran doang buat angkat sisa residunya serum ampul nutrishe moist cosrx snail mucin ss,cleanser garnier pink fw cetaphil dan cosrx salisylic acid khusus senin jumat exfo avoskin toner npure make setelah maskeran doang buat angkat sisa residunya serum ampul nutrishe moist cosrx snail mucin ss,cleanser garnier pink fw cetaphil dan cosrx salisylic acid khusus senin jumat exfo avoskin toner npure memakai setelah maskeran doang buat angkat sisa residunya serum ampul nutrishe moist cosrx snail mucin ss,"['cleanser', 'garnier', 'pink', 'fw', 'cetaphil', 'dan', 'cosrx', 'salisylic', 'acid', 'khusus', 'senin', 'jumat', 'exfo', 'avoskin', 'toner', 'npure', 'memakai', 'setelah', 'maskeran', 'doang', 'buat', 'angkat', 'sisa', 'residunya', 'serum', 'ampul', 'nutrishe', 'moist', 'cosrx', 'snail', 'mucin', 'ss']","['cleanser', 'garnier', 'pink', 'fw', 'cetaphil', 'cosrx', 'salisylic', 'acid', 'khusus', 'senin', 'jumat', 'exfo', 'avoskin', 'toner', 'npure', 'memakai', 'maskeran', 'doang', 'angkat', 'sisa', 'residunya', 'serum', 'ampul', 'nutrishe', 'moist', 'cosrx', 'snail', 'mucin', 'ss']",cleanser garnier pink fw cetaphil cosrx salisylic acid khusus senin jumat exfo avoskin toner npure pakai masker doang angkat sisa residu serum ampul nutrishe moist cosrx snail mucin ss
,Tue Nov 25 12:03:03 +0000 2025,0,0,1,0,in,@tanyakanrl 1st cleanser : garnier micellar water yang biru cleansing oil akito/hadalabo fw : wardah pink lupa namanya apa exfo : - toner : viva lemon/viva rose water serum / ampul : - moist : cetaphil moist yang ijo ss : amaterasun ijo/dermies sunscreen buat berminyak dan jerawat,1,1,cleanser garnier micellar water yang biru cleansing oil akito hadalabo fw wardah pink lupa namanya apa exfo toner viva lemon viva rose water serum ampul moist cetaphil moist yang ijo ss amaterasun ijo dermies sunscreen buat berminyak dan jerawat,cleanser garnier micellar water yang biru cleansing oil akito hadalabo fw wardah pink lupa namanya apa exfo toner viva lemon viva rose water serum ampul moist cetaphil moist yang ijo ss amaterasun ijo dermies sunscreen buat berminyak dan jerawat,cleanser garnier micellar water yang biru cleansing oil akito hadalabo fw wardah pink lupa namanya apa exfo toner viva lemon viva rose water serum ampul moist cetaphil moist yang ijo ss amaterasun ijo dermies sunscreen buat berminyak dan jerawat,"['cleanser', 'garnier', 'micellar', 'water', 'yang', 'biru', 'cleansing', 'oil', 'akito', 'hadalabo', 'fw', 'wardah', 'pink', 'lupa', 'namanya', 'apa', 'exfo', 'toner', 'viva', 'lemon', 'viva', 'rose', 'water', 'serum', 'ampul', 'moist', 'cetaphil', 'moist', 'yang', 'ijo', 'ss', 'amaterasun', 'ijo', 'dermies', 'sunscreen', 'buat', 'berminyak', 'dan', 'jerawat']","['cleanser', 'garnier', 'micellar', 'water', 'biru', 'cleansing', 'oil', 'akito', 'hadalabo', 'fw', 'wardah', 'pink', 'lupa', 'namanya', 'exfo', 'toner', 'viva', 'lemon', 'viva', 'rose', 'water', 'serum', 'ampul', 'moist', 'cetaphil', 'moist', 'ijo', 'ss', 'amaterasun', 'ijo', 'dermies', 'sunscreen', 'berminyak', 'jerawat']",cleanser garnier micellar water biru cleansing oil akito hadalabo fw wardah pink lupa nama exfo toner viva lemon viva rose water serum ampul moist cetaphil moist ijo ss amaterasun ijo dermies sunscreen minyak jerawat
,Tue Nov 25 09:30:13 +0000 2025,0,0,0,0,in,cleanser : somethinc fw : cetaphil exfo : elformula toner : dojako tp udh jarang pke lebih s4ring langsung moist serum / ampul : skin1004 moist : eiem &amp; inisfree ss : skinaqua,1,1,cleanser somethinc fw cetaphil exfo elformula toner dojako tp udh jarang pke lebih sring langsung moist serum ampul skin moist eiem amp inisfree ss skinaqua,cleanser somethinc fw cetaphil exfo elformula toner dojako tp udh jarang pke lebih sring langsung moist serum ampul skin moist eiem amp inisfree ss skinaqua,cleanser somethinc fw cetaphil exfo elformula toner dojako tapi sudah jarang pakai lebih sring langsung moist serum ampul skin moist eiem amp inisfree ss skinaqua,"['cleanser', 'somethinc', 'fw', 'cetaphil', 'exfo', 'elformula', 'toner', 'dojako', 'tapi', 'sudah', 'jarang', 'pakai', 'lebih', 'sring', 'langsung', 'moist', 'serum', 'ampul', 'skin', 'moist', 'eiem', 'amp', 'inisfree', 'ss', 'skinaqua']","['cleanser', 'somethinc', 'fw', 'cetaphil', 'exfo', 'elformula', 'toner', 'dojako', 'jarang', 'pakai', 'sring', 'langsung', 'moist', 'serum', 'ampul', 'skin', 'moist', 'eiem', 'amp', 'inisfree', 'ss', 'skinaqua']",cleanser somethinc fw cetaphil exfo elformula toner dojako jarang pakai sring langsung moist serum ampul skin moist eiem amp inisfree ss skinaqua
,Tue Nov 25 09:02:01 +0000 2025,0,0,0,0,in,oomfs kalian pada pakai sabun muka apa? especially yang tipe kulitnya combi to dry lagi mo eksplor sabun muka setelah pake wardah senka cetaphil originote,1,1,oomfs kalian pada pakai sabun muka apa especially yang tipe kulitnya combi to dry lagi mo eksplor sabun muka setelah pake wardah senka cetaphil originote,oomfs kalian pada pakai sabun muka apa especially yang tipe kulitnya combi to dry lagi mo eksplor sabun muka setelah pake wardah senka cetaphil originote,oomfs kalian pada pakai sabun muka apa especially yang tipe kulitnya combi tapi dry lagi mau eksplor sabun muka setelah pakai wardah senka cetaphil originote,"['oomfs', 'kalian', 'pada', 'pakai', 'sabun', 'muka', 'apa', 'especially', 'yang', 'tipe', 'kulitnya', 'combi', 'tapi', 'dry', 'lagi', 'mau', 'eksplor', 'sabun', 'muka', 'setelah', 'pakai', 'wardah', 'senka', 'cetaphil', 'originote']","['oomfs', 'pakai', 'sabun', 'muka', 'especially', 'tipe', 'kulitnya', 'combi', 'dry', 'eksplor', 'sabun', 'muka', 'pakai', 'wardah', 'senka', 'cetaphil', 'originote']",oomfs pakai sabun muka especially tipe kulit combi dry eksplor sabun muka pakai wardah senka cetaphil originote
,Tue Nov 25 06:34:32 +0000 2025,0,0,0,0,in,@tanyakanrl fw : cetaphil exfo : skintific toner: wardah serum: wardah moist: wardah ss: labore,1,1,fw cetaphil exfo skintific toner wardah serum wardah moist wardah ss labore,fw cetaphil exfo skintific toner wardah serum wardah moist wardah ss labore,fw cetaphil exfo skintific toner wardah serum wardah moist wardah ss labore,"['fw', 'cetaphil', 'exfo', 'skintific', 'toner', 'wardah', 'serum', 'wardah', 'moist', 'wardah', 'ss', 'labore']","['fw', 'cetaphil', 'exfo', 'skintific', 'toner', 'wardah', 'serum', 'wardah', 'moist', 'wardah', 'ss', 'labore']",fw cetaphil exfo skintific toner wardah serum wardah moist wardah ss labore
,Tue Nov 25 06:31:54 +0000 2025,0,0,0,0,in,1st cleanser : viva lemon fw : cetaphil oily exfo : - toner : - serum / ampul : - moist : skintific biru ss : skinaqu biru/ijo,1,1,cleanser viva lemon fw cetaphil oily exfo toner serum ampul moist skintific biru ss skinaqu biru ijo,cleanser viva lemon fw cetaphil oily exfo toner serum ampul moist skintific biru ss skinaqu biru ijo,cleanser viva lemon fw cetaphil oily exfo toner serum ampul moist skintific biru ss skinaqu biru ijo,"['cleanser', 'viva', 'lemon', 'fw', 'cetaphil', 'oily', 'exfo', 'toner', 'serum', 'ampul', 'moist', 'skintific', 'biru', 'ss', 'skinaqu', 'biru', 'ijo']","['cleanser', 'viva', 'lemon', 'fw', 'cetaphil', 'oily', 'exfo', 'toner', 'serum', 'ampul', 'moist', 'skintific', 'biru', 'ss', 'skinaqu', 'biru', 'ijo']",cleanser viva lemon fw cetaphil oily exfo toner serum ampul moist skintific biru ss skinaqu biru ijo
,Tue Nov 25 06:02:59 +0000 2025,0,0,1,0,in,1st cleanser : skin1004 cleansing oil klo mager pake cleansing milk nya viva fw : cetaphil exfo : 10% glycore cream toner : - serum / ampul : whitelab vit c moist : labore topicalm tp kepake kl lagi kering bgt doang ss : dearme merah,1,1,cleanser skin cleansing oil klo mager pake cleansing milk nya viva fw cetaphil exfo glycore cream toner serum ampul whitelab vit c moist labore topicalm tp kepake kl lagi kering bgt doang ss dearme merah,cleanser skin cleansing oil klo mager pake cleansing milk nya viva fw cetaphil exfo glycore cream toner serum ampul whitelab vit c moist labore topicalm tp kepake kl lagi kering bgt doang ss dearme merah,cleanser skin cleansing oil kalau mager pakai cleansing milk ya viva fw cetaphil exfo glycore cream toner serum ampul whitelab vit sih moist labore topicalm tapi kepake kalau lagi kering banget doang ss dearme merah,"['cleanser', 'skin', 'cleansing', 'oil', 'kalau', 'mager', 'pakai', 'cleansing', 'milk', 'ya', 'viva', 'fw', 'cetaphil', 'exfo', 'glycore', 'cream', 'toner', 'serum', 'ampul', 'whitelab', 'vit', 'sih', 'moist', 'labore', 'topicalm', 'tapi', 'kepake', 'kalau', 'lagi', 'kering', 'banget', 'doang', 'ss', 'dearme', 'merah']","['cleanser', 'skin', 'cleansing', 'oil', 'mager', 'pakai', 'cleansing', 'milk', 'ya', 'viva', 'fw', 'cetaphil', 'exfo', 'glycore', 'cream', 'toner', 'serum', 'ampul', 'whitelab', 'vit', 'sih', 'moist', 'labore', 'topicalm', 'kepake', 'kering', 'banget', 'doang', 'ss', 'dearme', 'merah']",cleanser skin cleansing oil mager pakai cleansing milk ya viva fw cetaphil exfo glycore cream toner serum ampul whitelab vit sih moist labore topicalm kepake kering banget doang ss dearme merah
,Tue Nov 25 05:49:15 +0000 2025,0,0,0,0,in,@tanyakanrl mw garnier biru cetaphil - npure skin1004 or avoskin hadalabo skinaqua,1,1,mw garnier biru cetaphil npure skin or avoskin hadalabo skinaqua,mw garnier biru cetaphil npure skin or avoskin hadalabo skinaqua,mau garnier biru cetaphil npure skin orang avoskin hadalabo skinaqua,"['mau', 'garnier', 'biru', 'cetaphil', 'npure', 'skin', 'orang', 'avoskin', 'hadalabo', 'skinaqua']","['garnier', 'biru', 'cetaphil', 'npure', 'skin', 'orang', 'avoskin', 'hadalabo', 'skinaqua']",garnier biru cetaphil npure skin orang avoskin hadalabo skinaqua
,Tue Nov 25 02:38:00 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva bengkuang fw : wardah hydra rose exfo : avoskin toner : - serum / ampul : - moist : cetaphil ss : azzarine ga yg bening menink menink gitu si tp udah ngrasa paling cocok dan ga terlalu rewel mukanya. semoga selamanya cocok gitu aja deh.,2,1,cleanser viva bengkuang fw wardah hydra rose exfo avoskin toner serum ampul moist cetaphil ss azzarine ga yg bening menink menink gitu si tp udah ngrasa paling cocok dan ga terlalu rewel mukanya semoga selamanya cocok gitu aja deh,cleanser viva bengkuang fw wardah hydra rose exfo avoskin toner serum ampul moist cetaphil ss azzarine ga yg bening menink menink gitu si tp udah ngrasa paling cocok dan ga terlalu rewel mukanya semoga selamanya cocok gitu aja deh,cleanser viva bengkuang fw wardah hydra rose exfo avoskin toner serum ampul moist cetaphil ss azzarine tidak yang bening menink menink begitu sih tapi sudah ngrasa paling cocok dan tidak terlalu rewel mukanya semoga selamanya cocok begitu saja deh,"['cleanser', 'viva', 'bengkuang', 'fw', 'wardah', 'hydra', 'rose', 'exfo', 'avoskin', 'toner', 'serum', 'ampul', 'moist', 'cetaphil', 'ss', 'azzarine', 'tidak', 'yang', 'bening', 'menink', 'menink', 'begitu', 'sih', 'tapi', 'sudah', 'ngrasa', 'paling', 'cocok', 'dan', 'tidak', 'terlalu', 'rewel', 'mukanya', 'semoga', 'selamanya', 'cocok', 'begitu', 'saja', 'deh']","['cleanser', 'viva', 'bengkuang', 'fw', 'wardah', 'hydra', 'rose', 'exfo', 'avoskin', 'toner', 'serum', 'ampul', 'moist', 'cetaphil', 'ss', 'azzarine', 'tidak', 'bening', 'menink', 'menink', 'sih', 'ngrasa', 'cocok', 'tidak', 'rewel', 'mukanya', 'semoga', 'cocok', 'deh']",cleanser viva bengkuang fw wardah hydra rose exfo avoskin toner serum ampul moist cetaphil ss azzarine tidak bening menink menink sih ngrasa cocok tidak rewel muka moga cocok deh
,Tue Nov 25 02:20:56 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : nivea ungu fw : cetaphil exfo : avoskin kiwi / npure pad toner : skin 1004 coklat serum/ampul : skin 1004 coklat sama putih moist : skin 1004 coklat/putih malem pke niacef ss : skinaqua botol putih skin 1004 biru,1,1,cleanser nivea ungu fw cetaphil exfo avoskin kiwi npure pad toner skin coklat serum ampul skin coklat sama putih moist skin coklat putih malem pke niacef ss skinaqua botol putih skin biru,cleanser nivea ungu fw cetaphil exfo avoskin kiwi npure pad toner skin coklat serum ampul skin coklat sama putih moist skin coklat putih malem pke niacef ss skinaqua botol putih skin biru,cleanser nivea ungu fw cetaphil exfo avoskin kiwi npure pad toner skin coklat serum ampul skin coklat sama putih moist skin coklat putih malam pakai niacef ss skinaqua botol putih skin biru,"['cleanser', 'nivea', 'ungu', 'fw', 'cetaphil', 'exfo', 'avoskin', 'kiwi', 'npure', 'pad', 'toner', 'skin', 'coklat', 'serum', 'ampul', 'skin', 'coklat', 'sama', 'putih', 'moist', 'skin', 'coklat', 'putih', 'malam', 'pakai', 'niacef', 'ss', 'skinaqua', 'botol', 'putih', 'skin', 'biru']","['cleanser', 'nivea', 'ungu', 'fw', 'cetaphil', 'exfo', 'avoskin', 'kiwi', 'npure', 'pad', 'toner', 'skin', 'coklat', 'serum', 'ampul', 'skin', 'coklat', 'putih', 'moist', 'skin', 'coklat', 'putih', 'malam', 'pakai', 'niacef', 'ss', 'skinaqua', 'botol', 'putih', 'skin', 'biru']",cleanser nivea ungu fw cetaphil exfo avoskin kiwi npure pad toner skin coklat serum ampul skin coklat putih moist skin coklat putih malam pakai niacef ss skinaqua botol putih skin biru
,Tue Nov 25 02:13:50 +0000 2025,0,0,0,0,in,ini kan my recet skincare but here s my previous skincare yang mungkin aku akan kembali 1st cleanser : dear me cleansing balm fw : cetaphil hada labo exfo : el formula toner : pyungkang yul serum / ampul : skin1004 moist : skin1004 dear me ss : skinaqua,1,1,ini kan my recet skincare but here s my previous skincare yang mungkin aku akan kembali cleanser dear me cleansing balm fw cetaphil hada labo exfo el formula toner pyungkang yul serum ampul skin moist skin dear me ss skinaqua,ini kan my recet skincare but here s my previous skincare yang mungkin aku akan kembali cleanser dear me cleansing balm fw cetaphil hada labo exfo el formula toner pyungkang yul serum ampul skin moist skin dear me ss skinaqua,ini kan my recet skincare but here si my previous skincare yang mungkin aku akan kembali cleanser dear me cleansing balm fw cetaphil hada labo exfo el formula toner pyungkang yul serum ampul skin moist skin dear me ss skinaqua,"['ini', 'kan', 'my', 'recet', 'skincare', 'but', 'here', 'si', 'my', 'previous', 'skincare', 'yang', 'mungkin', 'aku', 'akan', 'kembali', 'cleanser', 'dear', 'me', 'cleansing', 'balm', 'fw', 'cetaphil', 'hada', 'labo', 'exfo', 'el', 'formula', 'toner', 'pyungkang', 'yul', 'serum', 'ampul', 'skin', 'moist', 'skin', 'dear', 'me', 'ss', 'skinaqua']","['my', 'recet', 'skincare', 'but', 'here', 'si', 'my', 'previous', 'skincare', 'cleanser', 'dear', 'me', 'cleansing', 'balm', 'fw', 'cetaphil', 'hada', 'labo', 'exfo', 'el', 'formula', 'toner', 'pyungkang', 'yul', 'serum', 'ampul', 'skin', 'moist', 'skin', 'dear', 'me', 'ss', 'skinaqua']",my recet skincare but here si my previous skincare cleanser dear me cleansing balm fw cetaphil hada labo exfo el formula toner pyungkang yul serum ampul skin moist skin dear me ss skinaqua
